order,id,date,time,title,url,visitCount,typedCount,transition
16,831,6/6/2024,17:35:55,Stow Construct Pull Up | Tricker's – R E Tricker Ltd,https://trickers.com/collections/stow-construct-pull-up?utm_source=facebook.com&utm_medium=cpc&utm_campaign=Trickers&fbclid=IwZXh0bgNhZW0CMTAAAR0JHSaG7_4HuQCZRPzeGvCe672v9nFq26QA7uzpRLZhrq6QEwHePVS2SAU_aem_ARF4z_LzzvgvpyS590xluLFyQcd2_axhENkg7s4eG-3AIcqq7HrRZF4OA0c4H3rHNLvHuk0m9WEvC-CAfIAD-lNC,1,0,link
17,829,6/6/2024,17:34:37,Facebook,https://www.facebook.com/TrickersShoesOfficialPage,2,0,link
18,829,6/6/2024,17:34:37,Facebook,https://www.facebook.com/TrickersShoesOfficialPage,2,0,link
19,827,6/6/2024,17:34:16,Ad Library,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=IN&q=shoes&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_unordered&media_type=all,1,0,link
20,826,6/6/2024,17:34:16,Ad Library,https://www.facebook.com/ads/library/?q=shoes&country=IN&ad_type=all&search_type=keyword_unordered,1,0,link
21,825,6/6/2024,17:34:08,Ad Library,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=IN&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&media_type=all,1,0,link
22,824,6/6/2024,17:34:08,Ad Library,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=IN&media_type=all,1,0,link
23,823,6/6/2024,17:33:31,Ad Library,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=IN&media_type=all,1,0,link
24,822,6/6/2024,17:33:31,Ad Library,https://www.facebook.com/ads/library,2,0,link
25,822,6/6/2024,17:33:30,Ad Library,https://www.facebook.com/ads/library,2,0,link
26,820,6/6/2024,17:33:25,What is the Meta Ad Library and how do I search it? | Facebook Help Centre,https://www.facebook.com/help/259468828226154,2,0,link
27,820,6/6/2024,17:33:25,What is the Meta Ad Library and how do I search it? | Facebook Help Centre,https://www.facebook.com/help/259468828226154,2,0,link
28,819,6/6/2024,17:33:07,view ads on facebook - Google Search,https://www.google.com/search?q=view+ads+on+facebook&sca_esv=b46383386d0d5aa1&sca_upv=1&rlz=1C1ONGR_enIN981IN981&sxsrf=ADLYWIJhylam2l8rzXMtq5yzAafencHMlg%3A1717675366941&ei=ZqVhZqqKOayUvr0P4au8qAs&oq=view+ads+on+fac&gs_lp=Egxnd3Mtd2l6LXNlcnAiD3ZpZXcgYWRzIG9uIGZhYyoCCAAyBRAAGIAEMgYQABgWGB4yBhAAGBYYHjIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHjIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHjIGEAAYFhgeSOcuUMQFWKkkcAF4AZABAJgBpAGgAcMMqgEEMC4xMrgBA8gBAPgBAZgCDaACpw3CAgoQABiwAxjWBBhHwgIKEAAYgAQYQxiKBcICCxAAGIAEGLEDGIMBwgIKECMYgAQYJxiKBcICCxAAGIAEGJECGIoFwgIIEC4YgAQYsQPCAgsQLhiABBjHARivAcICChAAGIAEGBQYhwLCAgcQABiABBgKmAMAiAYBkAYIkgcEMS4xMqAHhVU&sclient=gws-wiz-serp,2,0,link
29,819,6/6/2024,17:33:06,view ads on facebook - Google Search,https://www.google.com/search?q=view+ads+on+facebook&sca_esv=b46383386d0d5aa1&sca_upv=1&rlz=1C1ONGR_enIN981IN981&sxsrf=ADLYWIJhylam2l8rzXMtq5yzAafencHMlg%3A1717675366941&ei=ZqVhZqqKOayUvr0P4au8qAs&oq=view+ads+on+fac&gs_lp=Egxnd3Mtd2l6LXNlcnAiD3ZpZXcgYWRzIG9uIGZhYyoCCAAyBRAAGIAEMgYQABgWGB4yBhAAGBYYHjIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHjIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHjIGEAAYFhgeSOcuUMQFWKkkcAF4AZABAJgBpAGgAcMMqgEEMC4xMrgBA8gBAPgBAZgCDaACpw3CAgoQABiwAxjWBBhHwgIKEAAYgAQYQxiKBcICCxAAGIAEGLEDGIMBwgIKECMYgAQYJxiKBcICCxAAGIAEGJECGIoFwgIIEC4YgAQYsQPCAgsQLhiABBjHARivAcICChAAGIAEGBQYhwLCAgcQABiABBgKmAMAiAYBkAYIkgcEMS4xMqAHhVU&sclient=gws-wiz-serp,2,0,form_submit
30,818,6/6/2024,17:32:47,view facebook ads - Google Search,https://www.google.com/search?q=view+facebook+ads&sca_esv=b46383386d0d5aa1&sca_upv=1&rlz=1C1ONGR_enIN981IN981&sxsrf=ADLYWIIMpg7DT2qX0bEb1q8TI-ShJTF_wg%3A1717675260306&ei=_KRhZrykEuzdseMPgs_x0QY&oq=view+&gs_lp=Egxnd3Mtd2l6LXNlcnAiBXZpZXcgKgIIADIKEAAYgAQYQxiKBTILEAAYgAQYkQIYigUyCxAAGIAEGLEDGIMBMgsQABiABBixAxiDATIKEAAYgAQYQxiKBTILEAAYgAQYsQMYgwEyBRAAGIAEMgsQABiABBixAxiDATIFEAAYgAQyCxAAGIAEGLEDGIMBSOcWUABYrQhwAHgBkAEAmAGTAaABswWqAQMwLjW4AQHIAQD4AQGYAgWgAuAFwgIKECMYgAQYJxiKBcICDhAAGIAEGLEDGIMBGIoFwgILEC4YgAQYsQMYgwHCAggQABiABBixA8ICEBAuGIAEGNEDGEMYxwEYigWYAwCSBwMwLjWgB6wo&sclient=gws-wiz-serp,2,0,link
31,818,6/6/2024,17:32:47,view facebook ads - Google Search,https://www.google.com/search?q=view+facebook+ads&sca_esv=b46383386d0d5aa1&sca_upv=1&rlz=1C1ONGR_enIN981IN981&sxsrf=ADLYWIIMpg7DT2qX0bEb1q8TI-ShJTF_wg%3A1717675260306&ei=_KRhZrykEuzdseMPgs_x0QY&oq=view+&gs_lp=Egxnd3Mtd2l6LXNlcnAiBXZpZXcgKgIIADIKEAAYgAQYQxiKBTILEAAYgAQYkQIYigUyCxAAGIAEGLEDGIMBMgsQABiABBixAxiDATIKEAAYgAQYQxiKBTILEAAYgAQYsQMYgwEyBRAAGIAEMgsQABiABBixAxiDATIFEAAYgAQyCxAAGIAEGLEDGIMBSOcWUABYrQhwAHgBkAEAmAGTAaABswWqAQMwLjW4AQHIAQD4AQGYAgWgAuAFwgIKECMYgAQYJxiKBcICDhAAGIAEGLEDGIMBGIoFwgILEC4YgAQYsQMYgwHCAggQABiABBixA8ICEBAuGIAEGNEDGEMYxwEYigWYAwCSBwMwLjWgB6wo&sclient=gws-wiz-serp,2,0,form_submit
32,817,6/6/2024,17:31:01,ads on facebook - Google Search,https://www.google.com/search?q=ads+on+facebook&rlz=1C1ONGR_enIN981IN981&oq=ads+on+face&gs_lcrp=EgZjaHJvbWUqBwgAEAAYgAQyBwgAEAAYgAQyBggBEEUYOTIHCAIQABiABDIHCAMQABiABDIHCAQQABiABDIHCAUQABiABDIGCAYQRRg8MgYIBxBFGDyoAgCwAgA&sourceid=chrome&ie=UTF-8,1,0,generated
33,807,6/6/2024,17:30:49,Facebook Marketplace | Facebook,https://www.facebook.com/marketplace/?ref=bookmark,4,0,link
34,816,6/6/2024,17:30:45,"Marketplace – महाराष्ट्र मध्ये 29,500 च्या गुंतवणुकीमध्ये शासकीय व्यवसायाची डीलरशिप देणे आहे. | Facebook",https://www.facebook.com/marketplace/item/831186525549750/?ref=browse_tab&referral_code=marketplace_top_picks&referral_story_type=top_picks,1,0,link
35,807,6/6/2024,17:30:43,Facebook Marketplace | Facebook,https://www.facebook.com/marketplace/?ref=bookmark,4,0,link
36,814,6/6/2024,17:30:42,Marketplace – Mens shirt | Facebook,https://www.facebook.com/marketplace/item/365290459224267/?ref=browse_tab&referral_code=marketplace_top_picks&referral_story_type=top_picks,2,0,link
37,815,6/6/2024,17:30:39,Facebook,https://www.facebook.com/marketplace/profile/100011150466723/,1,0,link
38,814,6/6/2024,17:30:34,Marketplace – Mens shirt | Facebook,https://www.facebook.com/marketplace/item/365290459224267/?ref=browse_tab&referral_code=marketplace_top_picks&referral_story_type=top_picks,2,0,link
39,807,6/6/2024,17:30:11,Facebook Marketplace | Facebook,https://www.facebook.com/marketplace/?ref=bookmark,4,0,link
40,96,6/6/2024,17:30:10,Facebook,https://www.facebook.com/,11,1,auto_bookmark
41,811,6/6/2024,17:29:01,Video | Facebook,https://www.facebook.com/watch,2,0,link
42,813,6/6/2024,17:29:01,Facebook,https://www.facebook.com/reel/,3,0,link
43,813,6/6/2024,17:29:00,Facebook,https://www.facebook.com/reel/,3,0,link
44,813,6/6/2024,17:28:59,Facebook,https://www.facebook.com/reel/,3,0,link
45,812,6/6/2024,17:28:58,Facebook,https://www.facebook.com/reel,1,0,link
46,811,6/6/2024,17:28:52,Video | Facebook,https://www.facebook.com/watch,2,0,link
47,96,6/6/2024,17:28:49,Facebook,https://www.facebook.com/,11,1,auto_bookmark
48,809,6/6/2024,17:28:48,Facebook,https://www.facebook.com/?filter=all&sk=h_chr,2,0,link
49,810,6/6/2024,17:28:46,Facebook,https://www.facebook.com/?filter=favorites&sk=h_chr,1,0,link
50,809,6/6/2024,17:28:44,Facebook,https://www.facebook.com/?filter=all&sk=h_chr,2,0,link
51,96,6/6/2024,17:28:39,Facebook,https://www.facebook.com/,11,1,link
52,96,6/6/2024,17:28:38,Facebook,https://www.facebook.com/,11,1,auto_bookmark
53,808,6/6/2024,17:27:39,Marketplace – Hp laptop | Facebook,https://www.facebook.com/marketplace/item/1881653448972855/?ref=browse_tab&referral_code=marketplace_top_picks&referral_story_type=top_picks,1,0,link
54,807,6/6/2024,17:27:35,Facebook Marketplace | Facebook,https://www.facebook.com/marketplace/?ref=bookmark,4,0,link
55,96,6/6/2024,17:27:30,Facebook,https://www.facebook.com/,11,1,link
56,96,6/6/2024,17:27:30,Facebook,https://www.facebook.com/,11,1,typed
57,806,6/6/2024,17:27:27,Ads Manager - Manage ads - Accounts,https://adsmanager.facebook.com/adsmanager/manage/accounts?nav_source=comet&nav_entry_point=comet_bookmark&campaign_id=415838275119884&placement=bkmk_admgr&extra_1=campaign&act=1201597717850137&breakdown_regrouping=1,4,0,link
58,806,6/6/2024,17:27:26,Ads Manager - Manage ads - Accounts,https://adsmanager.facebook.com/adsmanager/manage/accounts?nav_source=comet&nav_entry_point=comet_bookmark&campaign_id=415838275119884&placement=bkmk_admgr&extra_1=campaign&act=1201597717850137&breakdown_regrouping=1,4,0,link
59,806,6/6/2024,17:27:26,Ads Manager - Manage ads - Accounts,https://adsmanager.facebook.com/adsmanager/manage/accounts?nav_source=comet&nav_entry_point=comet_bookmark&campaign_id=415838275119884&placement=bkmk_admgr&extra_1=campaign&act=1201597717850137&breakdown_regrouping=1,4,0,link
60,806,6/6/2024,17:27:24,Ads Manager - Manage ads - Accounts,https://adsmanager.facebook.com/adsmanager/manage/accounts?nav_source=comet&nav_entry_point=comet_bookmark&campaign_id=415838275119884&placement=bkmk_admgr&extra_1=campaign&act=1201597717850137&breakdown_regrouping=1,4,0,link
61,96,6/6/2024,17:27:04,Facebook,https://www.facebook.com/,11,1,link
62,96,6/6/2024,17:27:03,Facebook,https://www.facebook.com/,11,1,typed
63,800,6/6/2024,17:26:54,"Boldfit Gym Ball for Exercise Anti Burst Exercise Ball with Foot Pump for Workout Yoga Ball for Women and Men Swiss Ball for Balance Stability Training, Birthing Ball for Pregnancy -Grey 65Cm : Amazon.in: Sports, Fitness & Outdoors",https://www.amazon.in/Boldfit-Exercise-Birthing-Stability-Workout/dp/B098DMTZ3V/ref=asc_df_B098DMTZ3V/?tag=googleshopdes-21&linkCode=df0&hvadid=397083927254&hvpos=&hvnetw=g&hvrand=2143242747275212466&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9040229&hvtargid=pla-1416175812914&psc=1&mcid=e991ae913aef3add861d69099a0c4f51&ext_vrnc=hi,2,0,link
64,800,6/6/2024,17:26:53,"Boldfit Gym Ball for Exercise Anti Burst Exercise Ball with Foot Pump for Workout Yoga Ball for Women and Men Swiss Ball for Balance Stability Training, Birthing Ball for Pregnancy -Grey 65Cm : Amazon.in: Sports, Fitness & Outdoors",https://www.amazon.in/Boldfit-Exercise-Birthing-Stability-Workout/dp/B098DMTZ3V/ref=asc_df_B098DMTZ3V/?tag=googleshopdes-21&linkCode=df0&hvadid=397083927254&hvpos=&hvnetw=g&hvrand=2143242747275212466&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9040229&hvtargid=pla-1416175812914&psc=1&mcid=e991ae913aef3add861d69099a0c4f51&ext_vrnc=hi,2,0,link
65,796,6/6/2024,17:26:53,Buy Nivia Storm Football | Rubberized Moulded | Suitable for Hard Ground Without Grass | Training Ball | Soccer Ball | for Men/Women | Football Size - 5 (White) Online at Low Prices in India - Amazon.in,https://www.amazon.in/Nivia-Storm-Football-Size-White/dp/B00ICCYF0E/ref=asc_df_B00ICCYF0E/?tag=googleshopdes-21&linkCode=df0&hvadid=397006129891&hvpos=&hvnetw=g&hvrand=2143242747275212466&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9040229&hvtargid=pla-309497970682&psc=1&mcid=aeabf65a05cd361e945f31e0199dd07f&ext_vrnc=hi,2,0,link
66,798,6/6/2024,17:26:52,Cork Ball 40mm diameter - Fine Filled - Just Cork,https://just-cork.co.uk/product/cork-ball-40mm-diameter-fine-filled/?utm_source=Google%20Shopping&utm_campaign=Just%20Cork&utm_medium=cpc&utm_term=84&gad_source=1&gclid=CjwKCAjwvIWzBhAlEiwAHHWgvQqlf5Uvtmrz9_2uHqhx-zpycRoJzSuwkoayFVRZ32LwS8qsiZ2zexoC3d4QAvD_BwE,1,0,link
67,796,6/6/2024,17:26:51,Buy Nivia Storm Football | Rubberized Moulded | Suitable for Hard Ground Without Grass | Training Ball | Soccer Ball | for Men/Women | Football Size - 5 (White) Online at Low Prices in India - Amazon.in,https://www.amazon.in/Nivia-Storm-Football-Size-White/dp/B00ICCYF0E/ref=asc_df_B00ICCYF0E/?tag=googleshopdes-21&linkCode=df0&hvadid=397006129891&hvpos=&hvnetw=g&hvrand=2143242747275212466&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9040229&hvtargid=pla-309497970682&psc=1&mcid=aeabf65a05cd361e945f31e0199dd07f&ext_vrnc=hi,2,0,link
68,794,6/6/2024,17:26:30,adidas Euro 24 Training Ball - White | adidas India,https://www.adidas.co.in/euro-24-training-ball/IN9366.html?cm_mmc=AdieSEM_Google_PLA-_-PerformanceMax-Multiple-_--_--_-dv%3AeCom-_-cn%3APerformanceMax-Multiple-_-pc%3AGoogle_PLA&cm_mmc1=IN&cm_mmc2=PLA-Multiple-PerformanceMax-Multiple-Multiple-IN-EMEA-eCom-Paid_Search&gad_source=1&gclid=CjwKCAjwvIWzBhAlEiwAHHWgvQLHnfF5SP5RmFakRXsZ6l39OXHxTI8wmIZaqABm8vludGT2iguEQxoCKSwQAvD_BwE,1,0,link
69,793,6/6/2024,17:26:27,adidas Euro 24 Training Ball - White | adidas India,https://www.adidas.co.in/euro-24-training-ball/IN9366.html?cm_mmc=AdieSEM_Google_PLA-_-PerformanceMax-Multiple-_--_--_-dv:eCom-_-cn:PerformanceMax-Multiple-_-pc:Google_PLA&cm_mmc1=IN&cm_mmc2=PLA-Multiple-PerformanceMax-Multiple-Multiple-IN-EMEA-eCom-Paid_Search&gad_source=1&gclid=CjwKCAjwvIWzBhAlEiwAHHWgvQLHnfF5SP5RmFakRXsZ6l39OXHxTI8wmIZaqABm8vludGT2iguEQxoCKSwQAvD_BwE,1,0,link
70,791,6/6/2024,17:26:25,ball - Google Search,https://www.google.com/search?q=ball&sca_esv=8bbf3b779c27648f&sca_upv=1&rlz=1C1ONGR_enIN981IN981&sxsrf=ADLYWILE2KfgL3bkFLX5dTUuQo0IfHZ5lQ%3A1717674848394&ei=YKNhZo3eF-Tj1e8Pl7yh2A8&ved=0ahUKEwiNjra59caGAxXkcfUHHRdeCPsQ4dUDCBA&uact=5&oq=ball&gs_lp=Egxnd3Mtd2l6LXNlcnAiBGJhbGwyChAAGIAEGEMYigUyChAAGIAEGEMYigUyDBAAGIAEGEMYigUYCjIKEAAYgAQYQxiKBTITEC4YgAQYsQMY0QMYQxjHARiKBTIKEC4YgAQYQxiKBTIKEAAYgAQYQxiKBTIIEAAYgAQYsQMyBRAAGIAEMggQABiABBixA0j4JFDhGFjTInABeACQAQCYAZMBoAG5BKoBAzAuNLgBA8gBAPgBAZgCBaAC4ASoAhTCAgcQIxgnGOoCwgITEAAYgAQYQxi0AhiKBRjqAtgBAcICFBAAGIAEGOMEGLQCGOkEGOoC2AEBwgIKECMYgAQYJxiKBcICCxAAGIAEGJECGIoFwgILEAAYgAQYsQMYgwHCAg4QABiABBixAxiDARiKBcICEBAuGIAEGNEDGEMYxwEYigWYAw66BgYIARABGAGSBwMxLjSgB-4h&sclient=gws-wiz-serp,2,0,link
71,791,6/6/2024,17:26:24,ball - Google Search,https://www.google.com/search?q=ball&sca_esv=8bbf3b779c27648f&sca_upv=1&rlz=1C1ONGR_enIN981IN981&sxsrf=ADLYWILE2KfgL3bkFLX5dTUuQo0IfHZ5lQ%3A1717674848394&ei=YKNhZo3eF-Tj1e8Pl7yh2A8&ved=0ahUKEwiNjra59caGAxXkcfUHHRdeCPsQ4dUDCBA&uact=5&oq=ball&gs_lp=Egxnd3Mtd2l6LXNlcnAiBGJhbGwyChAAGIAEGEMYigUyChAAGIAEGEMYigUyDBAAGIAEGEMYigUYCjIKEAAYgAQYQxiKBTITEC4YgAQYsQMY0QMYQxjHARiKBTIKEC4YgAQYQxiKBTIKEAAYgAQYQxiKBTIIEAAYgAQYsQMyBRAAGIAEMggQABiABBixA0j4JFDhGFjTInABeACQAQCYAZMBoAG5BKoBAzAuNLgBA8gBAPgBAZgCBaAC4ASoAhTCAgcQIxgnGOoCwgITEAAYgAQYQxi0AhiKBRjqAtgBAcICFBAAGIAEGOMEGLQCGOkEGOoC2AEBwgIKECMYgAQYJxiKBcICCxAAGIAEGJECGIoFwgILEAAYgAQYsQMYgwHCAg4QABiABBixAxiDARiKBcICEBAuGIAEGNEDGEMYxwEYigWYAw66BgYIARABGAGSBwMxLjSgB-4h&sclient=gws-wiz-serp,2,0,form_submit
72,790,6/6/2024,17:26:11,KAWS UT (SHORT SLEEVE GRAPHIC T-SHIRT) | UNIQLO IN,https://www.uniqlo.com/in/en/products/E467775-000?colorCode=COL09&sizeCode=SMA007&istCompanyId=504dd58a-8e31-4f0a-a8bc-2441bcda8fa9&istFeedId=09584d39-a729-44a3-bd42-f50d53f92b7f&istItemId=lallqqqli&istBid=t&gad_source=1&gclid=CjwKCAjwvIWzBhAlEiwAHHWgvXKiYdPKxC-1zUgMMH-ugpAWBl-4F2U7YzvL96b4r5zNKrplhXuGnxoC7-cQAvD_BwE,1,0,link
73,788,6/6/2024,17:26:10,Buy Men White Knitted active odour-free Crewneck Half Sleeve T-Shirt From Fancode Shop.,https://www.fancode.com/shop/category/t-shirts/technosport/FCTSM3243?utm_source=google&utm_medium=cpc&gad_source=1&gclid=CjwKCAjwvIWzBhAlEiwAHHWgvSvdyc2YKjsYxgxv4g0JFEZdscsycFhDvQdvOpCfpyXcFjSVjuBQhBoCAZMQAvD_BwE,1,0,link
74,786,6/6/2024,17:26:09,"""But Did You Dial"" T-Shirt - Apex Optics",https://apexoptics.co/product/but-did-you-dial-t-shirt/?attribute_size=XXL&attribute_pa_color=white&gad_source=1&gclid=CjwKCAjwvIWzBhAlEiwAHHWgvSAP8Ye6qDRMtmty7MfKwZyUO9BSeLxydj1dM0FAumDTT17hLGhvIBoCZnMQAvD_BwE,1,0,link
75,784,6/6/2024,17:26:04,BASIC HEAVY WEIGHT T-SHIRT - Taupe grey | ZARA India,https://www.zara.com/in/en/basic-heavy-weight-t-shirt-p01887450.html?v1=323759085&utm_source=google&utm_medium=cpc&gad_source=1&gclid=CjwKCAjwvIWzBhAlEiwAHHWgvev0OboGak-NivC6O4TI4kqsy4BqvShAVzH0ifTHG6pR2Ct5Dnof5BoCKLoQAvD_BwE,2,0,link
76,784,6/6/2024,17:26:04,BASIC HEAVY WEIGHT T-SHIRT - Taupe grey | ZARA India,https://www.zara.com/in/en/basic-heavy-weight-t-shirt-p01887450.html?v1=323759085&utm_source=google&utm_medium=cpc&gad_source=1&gclid=CjwKCAjwvIWzBhAlEiwAHHWgvev0OboGak-NivC6O4TI4kqsy4BqvShAVzH0ifTHG6pR2Ct5Dnof5BoCKLoQAvD_BwE,2,0,link
77,782,6/6/2024,17:25:52,Embroidered Polo T-shirts Printing | Design Your Polo Shirts Online | Vistaprint,https://www.vistaprint.in/clothing-bags/polos/mens-polo-shirts?qty=1&Color=%23FFFFFF&attributes=Color_%23FFFFFF&PCXTVATINCLUSIVE=true&utm_id=3BPS0638F59858EC87A848&coupon=&partner=google&ps_vtp=17550602579||||c|9040229||x&ps_vtp2=g|||||pla||PRD-2L392NJFG_447943|11274824&gad_source=1&gclid=CjwKCAjwvIWzBhAlEiwAHHWgvb32V8_DboOhjZ4-34_UEOMTwMBcdoiLhoh2e7U4qAWcT7xTwj-pHhoCDbgQAvD_BwE,1,0,link
78,780,6/6/2024,17:25:48,Buy Official Adidas Team India Cricket T20 International Fan Jersey - Customised From Fancode Shop.,https://in-shop.icc-cricket.com/category/jerseys/india/T2WC24JSMCU3683?utm_source=google&utm_medium=cpc&gad_source=1&gclid=CjwKCAjwvIWzBhAlEiwAHHWgvdtoYws9y9xHVlVyFZ4nLpcp_x24lhr5y53pKcXOqdLaDBFjV5xSyhoCNUoQAvD_BwE,1,0,link
79,778,6/6/2024,17:25:46,Imperfectly Perfect 5 | Premium Fabrics | Fine Prints | 100% Combed Cotton – Nobero,https://nobero.com/products/imperfectly-perfect-5?variant=43975646347430,1,0,link
